,model,score,task,category,question_id
196,qwen-2.5-3b-instruct,100.0,AMPS_Hard,math,237893b70dd8ba741a256b14f5e8557e23f38643a12c3ffd29e9e9af3136f737
197,qwen-32b,100.0,AMPS_Hard,math,237893b70dd8ba741a256b14f5e8557e23f38643a12c3ffd29e9e9af3136f737
198,gemma-3-12b-it,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
199,gemma-3-1b-it,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
200,gemma-3-4b-it,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
201,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
202,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
203,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
204,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
205,mistral-24b,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
206,mistral-7b,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
207,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
208,qwen-32b,0.0,AMPS_Hard,math,253a180a13ca7208af286f9fbc80295acf290ce1606af1b4e19a5e304467c967
209,gemma-3-12b-it,100.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
210,gemma-3-1b-it,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
211,gemma-3-4b-it,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
212,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
213,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
214,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
215,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
216,mistral-24b,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
217,mistral-7b,0.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
218,qwen-2.5-3b-instruct,100.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
219,qwen-32b,100.0,AMPS_Hard,math,2753cfaab5930d988ddbd7846c8d52031dd16dbd0fea15986bca800b2166711f
220,gemma-3-12b-it,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
221,gemma-3-1b-it,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
222,gemma-3-4b-it,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
223,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
224,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
225,llama-3.2-1b-instruct,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
226,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
227,mistral-24b,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
228,mistral-7b,0.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
229,qwen-2.5-3b-instruct,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
230,qwen-32b,100.0,AMPS_Hard,math,27a247790a1521877d1745861da74cb99a7d8e430be4a237b95140453b9c2eeb
231,gemma-3-12b-it,100.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
232,gemma-3-1b-it,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
233,gemma-3-4b-it,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
234,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
235,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
236,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
237,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
238,mistral-24b,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
239,mistral-7b,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
240,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
241,qwen-32b,0.0,AMPS_Hard,math,27f1402e1642836d12b3b5ed58678f9874dca9d71ceca421302bd5e1d940658f
242,gemma-3-12b-it,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
243,gemma-3-1b-it,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
244,gemma-3-4b-it,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
245,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
246,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
247,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
248,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
249,mistral-24b,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
250,mistral-7b,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
251,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
252,qwen-32b,0.0,AMPS_Hard,math,28614eb08dedcefd241feeccc171f294b886d1a1fe4253e0b047d5b5e3214dda
253,gemma-3-12b-it,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
254,gemma-3-1b-it,0.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
255,gemma-3-4b-it,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
256,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
257,llama-3.1-8b-instruct,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
258,llama-3.2-1b-instruct,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
259,llama-3.2-3b-instruct,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
260,mistral-24b,0.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
261,mistral-7b,0.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
262,qwen-2.5-3b-instruct,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
263,qwen-32b,100.0,AMPS_Hard,math,2bf39d2a017c631acb9635c4dcf9666dd4ae647119d877deab34a5b3ff94b869
264,gemma-3-12b-it,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
265,gemma-3-1b-it,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
266,gemma-3-4b-it,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
267,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
268,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
269,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
270,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
271,mistral-24b,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
272,mistral-7b,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
273,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
274,qwen-32b,0.0,AMPS_Hard,math,2c6778f2b9ecdbdab786f603148424b35498ae3096f7e8118d23a5327130416e
275,gemma-3-12b-it,100.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
276,gemma-3-1b-it,0.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
277,gemma-3-4b-it,100.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
278,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
279,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
280,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
281,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
282,mistral-24b,0.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
283,mistral-7b,0.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
284,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
285,qwen-32b,100.0,AMPS_Hard,math,2c8d111408d8f116bcf5b2994c2ea2d810e9810363943c385594d1ab8668b78e
286,gemma-3-12b-it,100.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
287,gemma-3-1b-it,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
288,gemma-3-4b-it,100.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
289,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
290,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
291,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
292,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
293,mistral-24b,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
294,mistral-7b,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
295,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
296,qwen-32b,0.0,AMPS_Hard,math,2cf0c39a1a6c55addb52232a77e7f714f0b1bac731c614f48baeb9cebde726c5
297,gemma-3-12b-it,100.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
298,gemma-3-1b-it,100.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
299,gemma-3-4b-it,100.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
300,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
301,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
302,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
303,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
304,mistral-24b,0.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
305,mistral-7b,0.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
306,qwen-2.5-3b-instruct,100.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
307,qwen-32b,100.0,AMPS_Hard,math,30c13a445ddafa6093c665706fd6ad713b94a2bc07bd580b9b2c97b259da2d4b
308,gemma-3-12b-it,100.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
309,gemma-3-1b-it,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
310,gemma-3-4b-it,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
311,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
312,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
313,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
314,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
315,mistral-24b,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
316,mistral-7b,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
317,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
318,qwen-32b,0.0,AMPS_Hard,math,389abb8f40fc2e68f379348af87c9abfd506bfcf506bdcbc18f0c0ad3b238e85
319,gemma-3-12b-it,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
320,gemma-3-1b-it,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
321,gemma-3-4b-it,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
322,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
323,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
324,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
325,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
326,mistral-24b,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
327,mistral-7b,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
328,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
329,qwen-32b,0.0,AMPS_Hard,math,390df766dea6530de723fbfa348d43441128d2e03e39d75591791c7d39186120
330,gemma-3-12b-it,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
331,gemma-3-1b-it,0.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
332,gemma-3-4b-it,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
333,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
334,llama-3.1-8b-instruct,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
335,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
336,llama-3.2-3b-instruct,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
337,mistral-24b,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
338,mistral-7b,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
339,qwen-2.5-3b-instruct,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
340,qwen-32b,100.0,AMPS_Hard,math,3c2d7a838127de586313c63d7867224a677249a9576b957152ce609124de23d4
341,gemma-3-12b-it,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
342,gemma-3-1b-it,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
343,gemma-3-4b-it,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
344,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
345,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
346,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
347,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
348,mistral-24b,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
349,mistral-7b,100.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
350,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
351,qwen-32b,0.0,AMPS_Hard,math,3cdee33a05b94777870a69289db8a289e4ac5e7da79c4b6c915f0eed46e5ab59
352,gemma-3-12b-it,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
353,gemma-3-1b-it,0.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
354,gemma-3-4b-it,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
355,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
356,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
357,llama-3.2-1b-instruct,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
358,llama-3.2-3b-instruct,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
359,mistral-24b,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
360,mistral-7b,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
361,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
362,qwen-32b,100.0,AMPS_Hard,math,3e852f69528aa2be018ee0d76461a3afcdfe5dcab74b9f2abf93bd1342c6f52d
363,gemma-3-12b-it,100.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
364,gemma-3-1b-it,0.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
365,gemma-3-4b-it,100.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
366,llama-3.1-70b-instruct,100.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
367,llama-3.1-8b-instruct,100.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
368,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
369,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
370,mistral-24b,0.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
371,mistral-7b,0.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
372,qwen-2.5-3b-instruct,100.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
373,qwen-32b,100.0,AMPS_Hard,math,402e56855bea7ba7f63c4dfd700c95432efeb626c6d303e4e51d5d4c9557db6a
374,gemma-3-12b-it,100.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
375,gemma-3-1b-it,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
376,gemma-3-4b-it,100.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
377,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
378,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
379,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
380,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
381,mistral-24b,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
382,mistral-7b,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
383,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
384,qwen-32b,100.0,AMPS_Hard,math,40c680dba7c76b7fc953156dc915d0a9d82582dd66bb8ba5f68f42d1ddd4e486
385,gemma-3-12b-it,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
386,gemma-3-1b-it,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
387,gemma-3-4b-it,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
388,llama-3.1-70b-instruct,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
389,llama-3.1-8b-instruct,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
390,llama-3.2-1b-instruct,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
391,llama-3.2-3b-instruct,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
392,mistral-24b,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
393,mistral-7b,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
394,qwen-2.5-3b-instruct,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
395,qwen-32b,0.0,AMPS_Hard,math,4342367db683238b220484295aef67f84b6b4f0eb4df000be5c0519cac77698b
